catalogNo,brand,name,category,spec,unit,detectedSpecies,application,host,reactivity,conjugate,casNo,sampleType,listPrice,memberPrice,wholesalePrice,remark
CSB-E17089m-96T,华美,Mouse very low density lipoprotein(VLDL)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E15042Rb-48T,华美,Rabbit Bone Alkaline Phosphatase (BALP) ELISA Kit,reagent,48T,盒,,,,,,,,4500,1620,1800,
CSB-E13942Rb-96T,华美,"Rabbit Interleukin 18,IL-18 ELISA Kit",reagent,96T,盒,,,,,,,,8925,3213,3570,
CSB-E06903Rb-48T,华美,"Rabbit Interleukin 6,IL-6 ELISA Kit",reagent,48T,盒,,,,,,,,4062.5,1462.5,1625,
CSB-E06998Rb-48T,华美,"Rabbit Tumor necrosis factor α,TNFα ELISA Kit",reagent,48T,盒,,,,,,,,4875,1755,1950,
CSB-E13036r-48T,华美,Rat Hemoglobin (Hb) ELISA Kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E07453r-48T,华美,"Rat Interleukin 15,IL-15 ELISA KIT",reagent,48T,盒,,,,,,,,4062.5,1462.5,1625,
CSB-E12991r-96T,华美,Rat microalbunminuria(MAU/ALB) ELISA kit,reagent,96T,盒,,,,,,,,5850,2106,2340,
CSB-E13666r-96T,华美,Rat Rheumatoid Factor(RF) ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E14029r-96T,华美,Rat vimentin (VIM)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E12776r,华美,大鼠Ⅰ型胶原C端肽(CTX-Ⅰ)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E15810r-96T,华美,大鼠Ⅲ型前胶原(HPCⅢ)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E08883r-48T,华美,大鼠Ⅳ型胶原(Col Ⅳ)ELISA KIT,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E08883r-96T,华美,大鼠Ⅳ型胶原(Col Ⅳ)ELISA KIT,reagent,96T,盒,,,,,,,,5850,2106,2340,
CSB-EL020641RA,华美,大鼠S100-A8蛋白(S100A8)ELISA kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E07451r,华美,大鼠白介素17(IL-17)ELISA Kit,reagent,96T,支,,,,,,,,4800,1728,1920,
CSB-E07451r-48T,华美,大鼠白介素17(IL-17)ELISA Kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E08055r-48T,华美,大鼠白介素1β (IL-1β)ELISA Kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E08055r-96T,华美,大鼠白介素1β (IL-1β)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E04635r,华美,大鼠白介素4(IL-4)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E04640r-48T,华美,大鼠白介素6(IL-6)ELISA KIT,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E04640r-96T,华美,大鼠白介素6(IL-6)ELISA KIT,reagent,96T,盒,,,,,,,,5200,1872,2080,
CSB-E04646r-48T,华美,大鼠层连蛋白/板层素(LN)ELISA Kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E04646r-96T,华美,大鼠层连蛋白/板层素(LN)ELISA Kit,reagent,96T,盒,,,,,,,,5850,2106,2340,
CSB-EL008627RA,华美,大鼠成纤维细胞生长因子21(FGF21) ELISA kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E07429r-96T,华美,大鼠单核细胞趋化蛋白1(MCP-1/CCL2/MCAF)ELISA Kit,reagent,96T,盒,,,,,,,,6337.5,2281.5,2535,
CSB-E08519r-96T,华美,大鼠二肽基肽酶Ⅳ(DPPⅣ)ELISA Kit,reagent,96T,盒,,,,,,,,5850,2106,2340,
CSB-E05129r,华美,大鼠骨钙素/骨谷氨酸蛋白(OT/BGP)ELISA Kit,reagent,96T,盒,,,,,,,,5850,2106,2340,
CSB-E05082r-48T,华美,大鼠甲状腺素(T4)ELISA Kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E07395r-48T,华美,大鼠可溶性CD40配体(sCD40L)ELISA Kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E11162r-48T,华美,大鼠缪勒管抑制物质/抗缪勒管激素(AMH)ELISA kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E08838r-96T,华美,大鼠羟脯氨酸(Hyp)ELISA Kit,reagent,96T,盒,,,,,,,,5850,2106,2340,
CSB-E08120r-48T,华美,大鼠透明质酸(HA)ELISA Kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E04757r,华美,大鼠血管内皮细胞生长因子(VEGF)ELISA KIT,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E08924r,华美,大鼠血小板衍生生长因子BB(PDGF-BB)ELISA Kit,reagent,96T,盒,,,,,,,,5850,2106,2340,
CSB-E08117r-96T,华美,大鼠胰高血糖素样肽1(Glp-1)ELISA Kit,reagent,96T,盒,,,,,,,,5850,2106,2340,
CSB-E11987r-48T,华美,大鼠肿瘤坏死因子α(TNF-α)ELISA kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E11987r-96T,华美,大鼠肿瘤坏死因子α(TNF-α)ELISA kit,reagent,96T,盒,,,,,,,,5700,2052,2280,
CSB-E04727r-96T,华美,大鼠转化生长因子β1(TGF-β1)ELISA kit,reagent,96T,盒,,,,,,,,6337.5,2281.5,2535,
CSB-EL001553HU,华美,人RACα丝氨酸/苏氨酸蛋白激酶(AKT1)ELISA kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E15763h-96T,华美,人SMAD2 ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E15764h-96T,华美,人SMAD3 ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E09228h,华美,人Smad7 ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E09228h-96T,华美,人Smad7 ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E15079h,华美,人β1肾上腺素能受体(β1AR)抗体ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E04642h-96T,华美,人白介素9(IL-9)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E08223h-96T,华美,人高迁移率族蛋白B1(HMGB-1)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E04692h-96T,华美,人骨保护素(OPG)ELISA KIT,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E09797h-48T,华美,人基膜聚糖/内腔蛋白(LUM)ELISA Kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E13608h,华美,人几丁质酶3样蛋白1(YKL-40/CHI3L1)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E09100h,华美,人可溶性转铁蛋白受体(sTfR)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E12756h-48T,华美,人缪勒管抑制物质/抗缪勒管激素(AMH)ELISA kit,reagent,48T,盒,,,,,,,,3750,1350,1500,
CSB-E12749h-96T,华美,人母亲DPP同源物4(Smad 4) ELISA kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E04805h,华美,人透明质酸(HA)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E08226h,华美,人脱氢表雄酮(DHEA)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E04574h-96T,华美,人细胞间粘附分子1(ICAM-1/CD54)ELISA KIT,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E14060Rb,华美,兔子骨钙素/骨谷氨酸蛋白(OT/BGP)ELISA Kit,reagent,96T,盒,,,,,,,,6300,2268,2520,
CSB-E04578m-96T,华美,小鼠γ干扰素(IFN-γ)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E04594m-96T,华美,小鼠白介素10(IL-10)ELISA KIT,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E04627m-96T,华美,小鼠白介素2(IL-2)ELISA Kit,reagent,96T,盒,,,,,,,,5200,1872,2080,
CSB-E04634m-96T,华美,小鼠白介素4(IL-4)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E04639m-96T,华美,小鼠白介素6(IL-6)ELISA Kit,reagent,96T,盒,,,,,,,,5200,1872,2080,
CSB-E08511m-96T,华美,小鼠补体片断3a(C3a)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E08514m-96T,华美,小鼠补体片断5a(C5a)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E08225m,华美,小鼠高迁移率族蛋白B1(HMGB-1)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E05101m-96T,华美,小鼠睾酮(T)ELISA Kit,reagent,96T,盒,,,,,,,,5700,2052,2280,
CSB-E08858m,华美,小鼠胱天蛋白酶3(Casp-3)ELISA Kit,reagent,96T,盒,,,,,,,,5700,2052,2280,
CSB-E15976m-96T,华美,小鼠抗Smith抗体(Sm)ELISA Kit,reagent,96T,盒,,,,,,,,5400,1944,2160,
CSB-E12912m,华美,小鼠抗核抗体IgG ELISA Kit,reagent,96T,盒,,,,,,,,5700,2052,2280,
CSB-E12912m-96T,华美,小鼠抗核抗体IgG ELISA Kit,reagent,96T,盒,,,,,,,,5700,2052,2280,
CSB-E11194m-96T,华美,小鼠抗双链DNA抗体/天然DNA抗体(IgG)ELISA Kit,reagent,96T,盒,,,,,,,,4800,1728,1920,
CSB-E08135m-48T,华美,小鼠可溶性血小板内皮细胞粘附分子1(sPECAM-1/sCD31)ELISA Kit,reagent,48T,盒,,,,,,,,3737.5,1345.5,1495,
CSB-E08914m,华美,小鼠卵清蛋白特异性IgE(OVA sIgE)ELISA Kit,reagent,96T,盒,,,,,,,,5700,2052,2280,
CSB-E05113m-96T,华美,小鼠皮质醇(Cortisol)ELISA Kit,reagent,96T,盒,,,,,,,,5700,2052,2280,
CSB-E08268m-48T,华美,小鼠血红素氧合酶1(HO-1)ELISA Kit,reagent,48T,盒,,,,,,,,4062.5,1462.5,1625,
CSB-E13066m-96T,华美,小鼠脂多糖/内毒素(LPS)ELISA Kit,reagent,96T,盒,,,,,,,,5700,2052,2280,
CSB-E04741M-96T,华美,小鼠肿瘤坏死因子α(TNF-α)ELISA KIT,reagent,96T,盒,,,,,,,,6175,2223,2470,
HORLP-1,.,华鸥具塞三角烧瓶 25ml,reagent,25ml,个,,,,,,,,32.5,11.7,13,
39709,.,华鸥9cm玻璃培养皿,reagent,,套,,,,,,,,16.25,5.85,6.5,
SP3436950,.,华拓牌SDZ-II 电针仪针灸仪,reagent,,件,,,,,,,,1987.5,715.5,795,
SP3436949,.,华拓牌针灸针 0.25*25mm,reagent,100支,盒,,,,,,,,55,19.8,22,
SP4529851,.,华拓牌针灸针 0.25*40mm,reagent,100支,盒,,,,,,,,55,19.8,22,
26628-22-8,.,华夏DDN,reagent,GR100g,瓶,,,,,,,,820,295.2,328,
18-9065,.,华阳套管针10G,reagent,3.2*2.5mm,套,,,,,,,,216,77.76,86.4,
18-9064,.,华阳套管针13G,reagent,2.4*2.0mm,套,,,,,,,,216,77.76,86.4,
GX123-100,华越洋,XL1-Blue 感受态细胞,reagent,100ul*20支,包,,,,,,,,1466.25,527.85,586.5,
NRR01330,华越洋,BL21(DE3)PlysS 大肠杆菌菌株,reagent,300ul,支,,,,,,,,1253.75,451.35,501.5,
04189-100mg,华越洋,Cycloheximide,reagent,100mg,瓶,,,,,,,,2103.75,757.35,841.5,
NRR01060,华越洋,DH5 alpha 大肠杆菌菌株,reagent,300ul,包,,,,,,,,725,261,290,
01GC44,华越洋,DH5 alpha 感受态细胞,reagent,10*100ul,盒,,,,,,,,380,136.8,152,
01GC44B,华越洋,DH5 alpha 感受态细胞,reagent,100ul*20支,包,,,,,,,,507.5,182.7,203,
VECT2102,华越洋,pGADT7,reagent,,支,,,,,,,,2655,955.8,1062,
VECT2150,华越洋,pGADT7,reagent,,支,,,,,,,,2655,955.8,1062,
VECT2101,华越洋,pGBKT7,reagent,,支,,,,,,,,2655,955.8,1062,
VECT2120,华越洋,pGBKT7,reagent,,支,,,,,,,,2655,955.8,1062,
GX99030,华越洋,Stable 化学感受态细胞,reagent,20*100ul,袋,,,,,,,,2375,855,950,
01GC92,华越洋,TOP10感受态细胞,reagent,10*100ul,包,,,,,,,,975,351,390,
YP7870,华越洋,x-a-gal,reagent,,支,,,,,,,,787.5,283.5,315,
WG115,华越洋,XL10-Gold感受态细胞,reagent,20*100ul,包,,,,,,,,1678.75,604.35,671.5,
NRR00660,华越洋,y2hgold,reagent,,支,,,,,,,,1102.5,396.9,441,
YTHK-01,华越洋,"酵母双杂套装（不含x-a-gal,金担子素A)",reagent,,套,,,,,,,,4455,1603.8,1782,
YP7867,华越洋,酵母转化试剂盒,reagent,200T,盒,,,,,,,,1795.5,646.38,718.2,
HBKDXG-0.5,.,环标刻度吸管0.5ml,reagent,0.5ml,支,,,,,,,,37.5,13.5,15,
SP0171,.,环标刻度吸管10ml,reagent,10ml,支,,,,,,,,7.5,2.7,3,
HBKDXG-1,.,环标刻度吸管1ml,reagent,1ml,支,,,,,,,,7.5,2.7,3,
SP0172,.,环标刻度吸管20ml,reagent,20ml,支,,,,,,,,10,3.6,4,
SP0174,.,环标刻度吸管50ml,reagent,50ml,支,,,,,,,,15,5.4,6,
024010,环凯,7.5%氯化钠肉汤培养基 BR,reagent,250g,瓶,,,,,,,,317.5,114.3,127,
024040A,环凯,Baird-Parker琼脂平板 即用成品 90mm,reagent,90mm×20个/盒,盒,,,,,,,,332.5,119.7,133,
028320,环凯,LB 肉汤 BR,reagent,250g,瓶,,,,,,,,315,113.4,126,
028330,环凯,LB琼脂 BR,reagent,250g,瓶,,,,,,,,345,124.2,138,
027315,环凯,MRS琼脂 BR,reagent,250g,瓶,,,,,,,,680,244.8,272,
027312,环凯,MRS肉汤,reagent,250g,瓶,,,,,,,,530,190.8,212,
HP002,环凯,大肠菌群测试片（规格：20片）,reagent,20片/包,包,,,,,,,,400,144,160,
050220,环凯,大豆蛋白胨 生化试剂(BR) 400g,reagent,400g,瓶,,,,,,,,402.5,144.9,161,
021041,环凯,改良马丁琼脂培养基,reagent,,瓶,,,,,,,,264.38,95.18,105.75,
CP0910,环凯,哥伦比亚CAN血琼脂平板,reagent,90mm*20个,盒,,,,,,,,367.5,132.3,147,
P0901,环凯,哥伦比亚血平板 9cm,reagent,9cm（20个/盒）,盒,,,,,,,,375,135,150,
022220A,环凯,煌绿乳糖胆盐肉汤（BGLB）,reagent,10mlX20支,盒,,,,,,,,375,135,150,
028990,环凯,技术琼脂粉,reagent,BR250g,瓶,,,,,,,,315,113.4,126,
050090,环凯,酵母粉,reagent,500g,瓶,,,,,,,,177.5,63.9,71,
022221,环凯,结晶紫中性红胆盐琼脂(VRBA)培养基 干粉,reagent,250g,瓶,,,,,,,,407.5,146.7,163,
HP001,环凯,菌落总数测试片（规格：20片）,reagent,20片/包,包,,,,,,,,350,126,140,
021053,环凯,马铃薯葡萄糖水 BR,reagent,250g,瓶,,,,,,,,353.88,127.4,141.55,
HP003,环凯,霉菌酵母测试片（规格：20片）,reagent,20片/包,包,,,,,,,,450,162,180,
024053,环凯,脑心浸出液肉汤,reagent,100g,瓶,,,,,,,,350,126,140,
24053,环凯,脑心浸出液肉汤,reagent,100g,瓶,,,,,,,,350,126,140,
050060,环凯,牛肉浸膏 BR 500g,reagent,500g,瓶,,,,,,,,420,151.2,168,
027330,环凯,双歧杆菌,reagent,250g,瓶,,,,,,,,482.5,173.7,193,
028050,环凯,水解酪蛋白胨（MH）琼脂培养基 BR,reagent,250g,瓶,,,,,,,,865,311.4,346,
028040,环凯,水解络蛋白胨(MH)肉汤,reagent,100g,瓶,,,,,,,,250,90,100,
28040,环凯,水解络蛋白胨(MH)肉汤,reagent,100g,瓶,,,,,,,,232.5,83.7,93,
029172,环凯,氧化酶试剂,reagent,50测试,瓶,,,,,,,,265,95.4,106,
024051P1,环凯,胰酶白胨大豆肉汤(TBS)(颗粒型）BR,reagent,250g,瓶,,,,,,,,375,135,150,
024051,环凯,胰酶白胨大豆肉汤培养基,reagent,250g,瓶,,,,,,,,347.5,125.1,139,
022020,环凯,营养琼脂（NA）BR,reagent,250g,瓶,,,,,,,,337.5,121.5,135,
024089,环凯,营养琼脂培养基（平板）,reagent,90mm*20个,盒,,,,,,,,295,106.2,118,
1212,.,环球玻璃低型烧杯厚量杯25mL,reagent,,个,,,,,,,,6.25,2.25,2.5,
SP4529979,.,环球牌结晶皿 100mm,reagent,100mm,个,,,,,,,,27.5,9.9,11,
SP4529868,.,环球牌结晶皿 150mm,reagent,150mm*75mm,个,,,,,,,,70,25.2,28,
SP4529978,.,环球牌结晶皿 60mm,reagent,60mm,个,,,,,,,,20,7.2,8,
SP4530009,.,缓冲液（碳青霉烯酶）,reagent,1ml*1,盒,,,,,,,,662.5,238.5,265,
SP4530008,.,缓冲液（替加环素复敏液）,reagent,0.2ml*2,盒,,,,,,,,350,126,140,
DHL-425,.,皇冠大红卵425g,reagent,12桶/箱,瓶,,,,,,,,3333.33,1200,1333.33,
121510,.,黄柏,reagent,0.5 g/支,瓶,,,,,,,,125,45,50,
SP0185,黄海,硅胶板HSG  10*20 10片/盒 4小盒/中盒 5盒/箱,reagent,10*20,中盒,,,,,,,,537.5,193.5,215,
SP0186,黄海,硅胶板HSG  5*10cm,reagent,160片/盒,盒,,,,,,,,575,207,230,
SP2328,黄海,硅胶板HSG10*20cm,reagent,40片/盒,盒,,,,,,,,545,196.2,218,
SP0042,黄海,硅胶板HSGF254 10*20 10片/盒 4小盒/中盒 5盒/箱,reagent,10*20,中盒,,,,,,,,537.5,193.5,215,
GUIJIAOBAN-2.5*10,黄海,硅胶板HSGF254 2.5*10,reagent,320片/盒,盒,,,,,,,,632.5,227.7,253,
GUIJIAOBAN-2.5*7.5,黄海,硅胶板HSGF254 2.5*7.5,reagent,320片/盒,盒,,,,,,,,632.5,227.7,253,
GJB-09-1,黄海,硅胶板HSGF254 加厚制备板（0.9-1）,reagent,20*20,盒,,,,,,,,1265,455.4,506,
SP0054,黄海,厚制备硅胶板HSGF254 20*20 20片/盒 5盒/箱,reagent,20*20,中盒,,,,,,,,612.5,220.5,245,
YP-022,.,黄芩中药材,reagent,500g,包,,,,,,,,97.5,35.1,39,
SP3436849,.,黄色乳胶管6*9mm 15米,reagent,,根,,,,,,,,130,46.8,52,
LJD-100L,.,黄色医疗垃圾袋100L 50个/扎,reagent,680*1050 100L,扎,,,,,,,,180,64.8,72,
LJT-100L,.,黄色医疗垃圾桶100L,reagent,100L,个,,,,,,,,537.5,193.5,215,
LJT-15L,.,黄色医疗垃圾桶15L,reagent,15L,个,,,,,,,,95,34.2,38,
LJT-20L,.,黄色医疗垃圾桶20L,reagent,20L,个,,,,,,,,150,54,60,
LJT-40L,.,黄色医疗垃圾桶40L,reagent,40L,个,,,,,,,,162.5,58.5,65,
LQH-2L,.,黄色圆形医疗垃圾桶利器盒 2L,reagent,2L,个,,,,,,,,8.5,3.06,3.4,
LQH-3L,.,黄色圆形医疗垃圾桶利器盒 3L,reagent,3L,个,,,,,,,,11.25,4.05,4.5,
HFYJSG-10ml,.,挥发油测定器主题部分10ml,reagent,接收管,个,,,,,,,,197.5,71.1,79,
HFYJSG,.,挥发油测定器主题部分5ml,reagent,接收管,个,,,,,,,,167.5,60.3,67,
HFYJSG-Q,.,挥发油测定器主题部分5ml（轻油）,reagent,接收管,个,,,,,,,,195,70.2,78,
HFYJSG-ZY,.,挥发油测定器主题部分5ml（重油）,reagent,接收管,个,,,,,,,,167.5,60.3,67,
T1081-501,.,挥发油提取测定器装置,reagent,1000ml-10ml,套,,,,,,,,412.5,148.5,165,
SP-AM-16,.,回形针,reagent,160枚/盒,盒,,,,,,,,20,7.2,8,
SP795,.,回形针,reagent,200枚/盒,盒,,,,,,,,20,7.2,8,
BMY-001,.,洄水收集器两节,reagent,,个,,,,,,,,62.5,22.5,25,
A031,.,汇力葡萄糖 终点法 葡萄糖氧化酶法,reagent,R1:100ml×1 R2:10ml×1 校准品：2.5ml×1,盒,,,,,,,,125,45,50,
A038,.,汇力葡萄糖 终点法 葡萄糖氧化酶法,reagent,试剂：100ml×1 标准液：2.5ml×1瓶,盒,,,,,,,,112.5,40.5,45,
SP396,.,惠普12A硒鼓,reagent,12A,个,,,,,,,,308.75,111.15,123.5,
SP532,.,惠普803墨盒,reagent,803XXL,个,,,,,,,,390,140.4,156,
SP3436862,.,惠普88A碳粉,reagent,,瓶,,,,,,,,42.5,15.3,17,
HXM-1,.,混纤膜150*0.2,reagent,,盒,,,,,,,,300,108,120,
SP522,.,活动扳手，12寸管钳2用,reagent,12寸,个,,,,,,,,125,45,50,
HXT35632,.,活性炭,reagent,5.1kg,箱,,,,,,,,161,57.96,64.4,
SP4529786,.,火柴10小盒/包,reagent,,盒,,,,,,,,20,7.2,8,
YPG-032,.,藿香正气水,reagent,,盒,,,,,,,,55,19.8,22,
S7951-1MG,.,鸡卵白蛋白(257-264),reagent,1mg,瓶,,,,,,,,5722,2059.92,2288.8,
JXP-250,.,鸡心瓶250ml 24#,reagent,250ml,个,,,,,,,,57.5,20.7,23,
GZSL-15,.,基础饲料51.8%，牛油10%，20%蔗糖、10%果糖、8%酪蛋白、0.2%胆酸钠,reagent,,箱,,,,,,,,2475,891,990,
JYM0480Ra,.,基因美大鼠白介素17A（IL-17A）酶联免疫分析(ELISA),reagent,96T,盒,,,,,,,,3375,1215,1350,
JYM0419Ra,.,基因美大鼠白介素1β (IL-1β)ELISA Kit,reagent,96T,盒,,,,,,,,3375,1215,1350,
JYM1110Ra,.,基因美大鼠含NLR家族Pyrin域蛋白3(NLRP3)ELISA kit,reagent,96T,盒,,,,,,,,3375,1215,1350,
JYM0668Ra,.,基因美大鼠血管紧张素2(ANG-2 )ELISA Kit,reagent,96T,盒,,,,,,,,3375,1215,1350,
JYM0635Ra,.,基因美大鼠肿瘤坏死因子α(TNF-α)ELISA KIT,reagent,96T,盒,,,,,,,,3375,1215,1350,
JYQC-293,.,基因敲除多克隆细胞株（293T细胞）,reagent,,株,,,,,,,,19133.5,6888.06,7653.4,
FA10006M,.,吉尔森P1000L移液器 金属弹射器,reagent,,支,,,,,,,,4587.5,1651.5,1835,
FA10004M,.,吉尔森P100L移液器 金属弹射器,reagent,,支,,,,,,,,4587.5,1651.5,1835,
FA10002M,.,吉尔森P10L移液器 金属弹射器,reagent,,支,,,,,,,,4587.5,1651.5,1835,
FA10003M,.,吉尔森P20L移液器 金属弹射器,reagent,2-20ul,支,,,,,,,,4375,1575,1750,
FA10001M,.,吉尔森P2L移液器 金属弹射器,reagent,,支,,,,,,,,4587.5,1651.5,1835,
DA-CH5,.,吉尔生化DA-CH5,reagent,9mg,个,,,,,,,,13707.75,4934.79,5483.1,
880902,.,吉尔生化LQNRKLVQVGIYNGTHVIPNDRKIIWPGGE  95% 长度30  -20°C,reagent,1(10-14mg),个,,,,,,,,6000,2160,2400,
DT-1,.,吉尔生化LQNRKLVQVGIYNGTHVIPNDRKIIWPGGE 长度30  95%  -20°C,reagent,(50-59mg),包,,,,,,,,10920,3931.2,4368,
838068,.,吉尔生化RKLVQVGIYNGTHVIPNDRK  -20°C,reagent,5-9mg,个,,,,,,,,3500,1260,1400,
YP-098,.,吉加厄贝沙坦片 0.15g*7片/盒,reagent,,盒,,,,,,,,25,9,10,
45286-1,.,吉凯AAV9-KL 腺相关病毒和阴性对照病毒,reagent,1.017E+12v.gl,套,,,,,,,,35000,12600,14000,
REVG1003,.,吉凯G418,reagent,100ul,支,,,,,,,,415,149.4,166,
00112320,.,吉凯Ubiquitin-stubRFP-senseGFP-LC3,reagent,,盒,,,,,,,,8730,3142.8,3492,
81631,.,吉凯基因LC3-双荧光腺病毒,reagent,1.00E+10 PFU,盒,,,,,,,,9480,3412.8,3792,
B03001-7,吉玛,has-miR-34a-5p inhibitor,reagent,2OD,支,,,,,,,,1125,405,450,
B03001,吉玛,inhibitor/抑制物 定制 送0.5OD NC,reagent,2OD,支,,,,,,,,1125,405,450,
B03001-4OD,吉玛,inhibitor/抑制物 定制 送0.5OD NC,reagent,4OD,支,,,,,,,,1990,716.4,796,
A010015,吉玛,CELF2-miR134-wt,reagent,,套,,,,,,,,11047.5,3977.1,4419,
A010015-1,吉玛,Circ0-miR134-wt/MUT,reagent,,套,,,,,,,,10875,3915,4350,
E17002,吉玛,GAPDH 引物套装 人种属,reagent,1mol,支,,,,,,,,1125,405,450,
G04008-0.5ml,吉玛,GP-transfect-Mate转染试剂,reagent,0.5ml,个,,,,,,,,2087.5,751.5,835,
A01002,吉玛,hsa_circ_0072758 序列,reagent,1nmol,包,,,,,,,,1375,495,550,
A01001,吉玛,hsa_circ_0072758-1 /hsa_circ_0072758-2,reagent,2OD,包,,,,,,,,1125,405,450,
sp5261458,吉玛,hsa-miR-125a-5p agomir,reagent,15OD,个,,,,,,,,5482.5,1973.7,2193,
A01004,吉玛,hsa-miR-584inhibitor,reagent,,包,,,,,,,,1125,405,450,
A01003,吉玛,hsa-miR-584mimics,reagent,,包,,,,,,,,1125,405,450,
A10001-1,吉玛,human DDX56 普通siRNA经济型套餐A,reagent,1套,包,,,,,,,,4665,1679.4,1866,
MBD-001,吉玛,lncRNA 干扰慢病毒套装 4保1,reagent,,套,,,,,,,,22637.5,8149.5,9055,
agomir,吉玛,miRNA agomir 合成,reagent,2OD,次,,,,,,,,1950,702,780,
A10003,吉玛,mirRNA,reagent,,份,,,,,,,,1125,405,450,
A01008-1,吉玛,NC对照,reagent,2od,包,,,,,,,,662.5,238.5,265,
A01007,吉玛,shRNA LV3(H1/GFPPuro)慢病毒,reagent,,个,,,,,,,,7165,2579.4,2866,
SP202209298,吉玛,siRNA,reagent,1nmol,管,,,,,,,,1250,450,500,
A02001-2,吉玛,siRNA  NONHSAT237530.1-2956,reagent,2OD,支,,,,,,,,1250,450,500,
A02001-3,吉玛,siRNA  NONHSAT237530.1-4543,reagent,2OD,支,,,,,,,,1250,450,500,
A02001-1,吉玛,siRNA NONHSAT237530.1-1458,reagent,2OD,支,,,,,,,,1250,450,500,
A01005,吉玛,siRNA-FALEC,reagent,,包,,,,,,,,1125,405,450,
G04002,吉玛,siRNA-mate转染试剂,reagent,100ul,盒,,,,,,,,415,149.4,166,
A01006,吉玛,siRNA-NC,reagent,,包,,,,,,,,1125,405,450,
DZZL-01,吉玛,对照质粒 NC,reagent,50ug,支,,,,,,,,575,207,230,
C05008-2,吉玛,过表达质粒-ENSG00000132170-homo,reagent,50ug,支,,,,,,,,555,199.8,222,
C05008-1,吉玛,过表达质粒-NONHSAT242679.1,reagent,50ug,支,,,,,,,,555,199.8,222,
ZLDZ003,吉玛,慢病毒定制,reagent,,次,,,,,,,,13500,4860,5400,
A10005,吉玛,普通siRNA荧光修饰套餐E,reagent,1套,份,,,,,,,,6772.5,2438.1,2709,
E21001,吉玛,染料法定制基因QRT-PCR定量试剂盒,reagent,50rxn,盒,,,,,,,,1665,599.4,666,
G06001,吉玛,双荧光素酶检测试剂盒,reagent,100次,盒,,,,,,,,3105,1117.8,1242,
E18001,吉玛,新鲜组织和细胞总RNA分离纯化试剂盒,reagent,25rxns,盒,,,,,,,,555,199.8,222,
ZQ0483,吉玛,验证引物,reagent,,个,,,,,,,,1250,450,500,
A08008,吉玛,"阳性对照siRNA, GAPDH",reagent,1OD,个,,,,,,,,375,135,150,
